"IDRSSD"	RCFD0211	RCFD0213	RCFD0416	RCFD1286	RCFD1287	RCFD1289	RCFD1290	RCFD1291	RCFD1293	RCFD1294	RCFD1295	RCFD1297	RCFD1298	RCFD1737	RCFD1738	RCFD1739	RCFD1741	RCFD1742	RCFD1743	RCFD1744	RCFD1746	RCFD1754	RCFD1771	RCFD1772	RCFD1773	RCFD1778	RCFD8496	RCFD8497	RCFD8498	RCFD8499	RCFD8782	RCFD8783	RCFDA248	RCFDA510	RCFDA511	RCFDA549	RCFDA550	RCFDA551	RCFDA552	RCFDA553	RCFDA554	RCFDA555	RCFDA556	RCFDA557	RCFDA558	RCFDA559	RCFDA560	RCFDA561	RCFDA562	RCFDB838	RCFDB839	RCFDB840	RCFDB841	RCFDB842	RCFDB843	RCFDB844	RCFDB845	RCFDB846	RCFDB847	RCFDB848	RCFDB849	RCFDB850	RCFDB851	RCFDB852	RCFDB853	RCFDB854	RCFDB855	RCFDB856	RCFDB857	RCFDB858	RCFDB859	RCFDB860	RCFDB861	RCFDC026	RCFDC027	RCFDC988	RCFDC989	RCFDG300	RCFDG301	RCFDG302	RCFDG303	RCFDG304	RCFDG305	RCFDG306	RCFDG307	RCFDG308	RCFDG309	RCFDG310	RCFDG311	RCFDG312	RCFDG313	RCFDG314	RCFDG315	RCFDG316	RCFDG317	RCFDG318	RCFDG319	RCFDG320	RCFDG321	RCFDG322	RCFDG323	RCFDG336	RCFDG337	RCFDG338	RCFDG339	RCFDG340	RCFDG341	RCFDG342	RCFDG343	RCFDG344	RCFDG345	RCFDG346	RCFDG347	RCFDG348	RCFDG349	RCFDG350	RCFDG351	RCFDG352	RCFDG353	RCFDG354	RCFDG355	RCFDG356	RCFDG357	RCFDG358	RCFDG359	RCFDG360	RCFDG361	RCFDG362	RCFDG363	RCFDG364	RCFDG365	RCFDG366	RCFDG367	RCFDG368	RCFDG369	RCFDG370	RCFDG371	RCFDG372	RCFDG373	RCFDG374	RCFDG375	RCFDK142	RCFDK143	RCFDK144	RCFDK145	RCFDK146	RCFDK147	RCFDK148	RCFDK149	RCFDK150	RCFDK151	RCFDK152	RCFDK153	RCFDK154	RCFDK155	RCFDK156	RCFDK157	RCON0211	RCON0213	RCON0416	RCON1286	RCON1287	RCON1289	RCON1290	RCON1291	RCON1293	RCON1294	RCON1295	RCON1297	RCON1298	RCON1737	RCON1738	RCON1739	RCON1741	RCON1742	RCON1743	RCON1744	RCON1746	RCON1754	RCON1771	RCON1772	RCON1773	RCON1778	RCON8496	RCON8497	RCON8498	RCON8499	RCON8782	RCON8783	RCONA248	RCONA510	RCONA511	RCONA549	RCONA550	RCONA551	RCONA552	RCONA553	RCONA554	RCONA555	RCONA556	RCONA557	RCONA558	RCONA559	RCONA560	RCONA561	RCONA562	RCONB838	RCONB839	RCONB840	RCONB841	RCONB842	RCONB843	RCONB844	RCONB845	RCONB846	RCONB847	RCONB848	RCONB849	RCONB850	RCONB851	RCONB852	RCONB853	RCONB854	RCONB855	RCONB856	RCONB857	RCONB858	RCONB859	RCONB860	RCONB861	RCONC026	RCONC027	RCONC988	RCONC989	RCONG300	RCONG301	RCONG302	RCONG303	RCONG304	RCONG305	
213958																																																																																																																																																														0	0	2293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3929	4027	0	0	0	3675	3774	0	0	1026	0	0	391	716	725	733	1209	0	0	0	0	0	253	0	0	0																									0	0	0	0	0	0	0	0	0	0	
214414																																																																																																																																																														0	0	209238	32600	32236	0	0	0	0	0	0	175535	175463	0	0	0	0	0	0	0	0	0	0	301770	303472	0	0	0	64700	65757	0	0	2704	0	0	1004	1079	82694	122786	58030	7863	46	715	0	624	12657	0	10953	5021																									0	0	0	0	0	0	136	140	0	0	
214722																																																																																																																																																														0	0	83347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172084	172614	0	0	0	81532	82181	0	0	14414	0	0	0	253	262	4055	58124	19486	1012	0	0	0	78	1896	62798	24650																									0	0	0	0	0	0	2684	2659	0	0	
214807	0	0	1841000	0	0	0	0	0	0	0	0	666000	666000	0	0	1251000	1252000	0	0	28000	28000	0	0	1945000	1946000	0	0	0	0	0	0	0	0	0	0	204000	1006000	723000	13000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0																	0			1946000		0			0					0																																																	
214843																																																																																																																																																														0	0	10577	0	0	0	0	0	0	0	0	16892	16954	0	0	0	0	0	0	0	0	0	0	44722	45478	0	0	0	26729	27348	4015	3994	8355	0	0	3009	5346	15464	11448	9035	0	171	0	0	0	1005	0	0	0																									0	0	0	0	0	0	47	49	0	0	
215130																																																																																																																																																														0	0	49860	32909	32660	0	0	0	0	0	0	101608	99349	0	0	21339	21095	0	0	0	0	0	0	158069	155373	0	0	0	0	0	60290	57552	0	2212	2268	42116	11489	5341	0	68539	25619	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
215251																																																																																																																																																														0	0	0	0	0	0	0	0	0	0	0	950	968	1050	1050	0	0	0	0	0	0	1050	1050	8561	8638	0	0	0	7611	7670	400	401	962	0	0	939	223	2118	3805	1878	0	0	0	0	0	0	0	0	0																									0	0	0	0	0	0	0	0	0	0	
215345																																																																																																																																																														0	0	7082	0	0	0	0	0	0	0	0	13131	13239	0	0	0	0	0	0	0	0	0	0	73226	74611	0	0	0	59860	61131	5085	5099	6704	0	0	4034	3178	12773	16033	38353	0	0	240	0	0	0	0	0	0																									0	0	0	0	0	0	0	0	0	0	
215354																																																																																																																																																														0	0	3489	7851	7851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8130	8074	0	0	0	279	223	0	0	0	0	0	0	0	7851	0	223	0	0	0	0	0	0	0	0	0																									0	0	0	0	0	0	0	0	0	0	
215653																																																																																																																																																														0	0	1437	0	0	0	0	0	0	0	0	402	402	0	0	0	0	0	0	0	0	224	224	1704	1739	0	224	224	1302	1337	0	0	321	0	0	0	321	835	583	224	0	0	0	0	0	0	0	0	0																									0	0	0	0	0	0	0	0	0	0	
215662																																																																																																																																																														0	0	44605	0	0	0	0	0	0	0	0	156944	157884	0	0	0	0	0	0	0	0	0	0	165656	166604	0	0	0	3182	3104	0	0	25	0	0	0	25	60620	75466	24453	424	0	0	0	0	5367	249	0	0																									0	0	0	0	0	0	0	0	0	0	
215710																																																																																																																																																														0	0	30937	0	0	0	0	0	0	0	0	55510	55452	0	0	1000	1027	0	0	0	0	0	0	98437	98823	0	0	0	40435	40723	15012	14929	20420	292	340	1055	19365	41185	27988	7610	0	0	0	0	0	0	0	1280	0																									0	0	0	0	0	0	0	0	0	0	
216164																																																																																																																																																														0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																									0	0	0	0	0	0	0	0	0	0	
216230																																																																																																																																																														0	0	11144	0	0	0	0	0	0	6979	7222	4998	5072	0	0	0	0	0	0	0	0	10070	10257	9342	9614	0	0	0	0	0	0	0	342	0	0	0	0	0	0	8027	4024	453	182	16	494	4685	1733	0	70																									0	0	0	0	3091	3035	1903	2008	0	0	
216632																																																																																																																																																														0	0	30612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20463	20008	34198	33563	0	18803	18301	2024	1906	0	0	0	0	0	0	0	0	0	5495	15214	141	6	0	0	0	31509	1660	0																									0	0	0	0	0	0	18974	18653	0	0	
216922																																																																																																																																																														0	0	115581	0	0	0	0	37490	36921	0	0	45431	45267	7	7	15750	15571	0	0	0	0	57433	58524	174331	177003	0	57426	58517	0	0	5998	5906	669	0	289	34883	3631	6363	41163	57154	12272	0	662	1022	0	32046	42546	2405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57174	59397	0	0	
217059																																																																																																																																																														0	0	12361	0	0	0	0	0	0	0	0	3119	3120	0	0	0	0	0	0	0	0	0	0	13425	13614	0	0	0	310	319	0	0	784	0	0	0	0	2748	563	0	127	446	784	0	360	6451	723	0	1411																									0	0	0	0	0	0	5785	5877	0	0	
217620																																																																																																																																																														0	0	72999	0	0	0	0	0	0	0	0	2080	2071	0	0	1495	1512	0	0	0	0	0	0	129822	133020	0	0	0	45723	46675	2080	2071	5389	0	0	3770	1619	1457	4754	32263	6395	0	0	2104	0	50275	0	28304	2079																									0	0	0	0	0	0	2953	2931	0	0	
218131																																																																																																																																																														0	0	11691	18976	19045	0	0	0	0	2000	1941	16935	16478	0	0	0	0	0	0	0	0	6427	6474	47178	47067	0	3633	3683	0	0	1497	1478	9555	0	0	1501	8053	4653	6570	20179	200	67	4	0	0	9396	1029	757	1086																									0	0	0	0	782	838	8675	8816	12	12	
218261																																																																																																																																																														0	0	35169	0	0	0	0	0	0	0	0	23097	23370	0	0	0	0	0	0	0	0	0	0	39680	40137	0	0	0	15743	15892	0	0	23298	0	0	4077	19221	14177	1356	431	0	10	88	283	283	211	0	0	0																									0	0	0	0	0	0	124	132	0	0	
218757																																																																																																																																																														501	503	1006	0	0	505	527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1006	1030	0	0	0	0	0	0	0	0	0	0	0	0	0	1006	0	0	0	0	0	0	0	0	0	0	0	0																									0	0	0	0	0	0	0	0	0	0	
218775																																																																																																																																																														0	0	0	0	0	0	0	7186	7121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10083	9943	0	0	0	989	944	0	0	0	0	0	0	501	3918	0	3258	387	0	165	340	486	854	0	0	34																									0	0	0	0	0	0	820	815	0	0	
218850																																																																																																																																																														0	0	0	0	0	0	0	0	0	0	0	5454	5444	0	0	0	0	0	0	0	0	0	0	6437	6411	0	0	0	983	967	1849	1815	1396	0	0	401	995	1635	701	2582	98	0	0	0	0	0	0	0	0																									0	0	0	0	0	0	0	0	0	0	
218878																																																																																																																																																														0	0	2386	0	0	0	0	0	0	0	0	11859	11766	0	0	0	0	0	0	0	0	0	0	24779	24709	0	0	0	2503	2439	0	0	0	0	0	0	0	0	2010	12195	0	117	9	0	0	4732	508	1392	3746																									0	0	0	0	0	0	180	191	0	0	
219044																																																																																																																																																														0	0	0	0	0	0	0	0	0	0	0	749	739	0	0	3052	3054	0	0	0	0	0	0	14341	14351	0	0	0	6785	6788	749	739	1209	0	0	2552	137	573	1366	5570	383	0	0	0	0	0	0	3564	206																									0	0	0	0	0	0	0	0	0	0	
219259																																																																																																																																																														0	0	21433	0	0	0	0	0	0	0	0	25334	25548	0	0	0	0	0	0	0	0	0	0	31990	32191	0	0	0	1039	1061	0	0	15	0	0	0	15	7346	18270	977	0	6	0	0	0	5575	0	0	0																									0	0	0	0	0	0	1588	1581	0	0	
219343																																																																																																																																																														0	0	391383	24520	23611	0	0	0	0	3000	3043	450356	447550	0	0	0	0	0	0	0	0	3000	3043	598418	594512	0	0	0	123542	123351	163342	160780	24017	0	0	35859	20316	20014	79381	427333	14609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
219651																																																																																																																																																														0	0	30195	0	0	0	0	0	0	0	0	17950	18197	0	0	0	0	0	0	0	0	0	0	101089	101395	0	0	0	3434	3501	5812	5945	6733	0	0	3016	3441	6592	8173	476	0	6793	2479	2256	1233	22990	0	28411	15536																									0	0	0	0	0	0	541	551	0	0	
219857																																																																																																																																																														0	0	1792	0	0	0	0	0	0	0	0	6317	6182	0	0	100	103	0	0	0	0	0	0	9425	9428	0	0	0	3008	3143	3048	2960	203	0	0	0	203	236	717	8222	50	0	0	0	0	0	0	0	0																									0	0	0	0	0	0	0	0	0	0	
220059																																																																																																																																																														0	0	77410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147648	143745	0	0	0	115	115	0	0	0	0	0	0	20	95	0	0	0	240	0	2920	0	498	2294	58926	78753																									0	0	0	0	0	0	46	53	0	0	
220527																																																																																																																																																														0	0	98972	0	0	0	0	8993	8993	0	0	40126	39561	0	0	0	0	0	0	0	0	0	0	270526	269999	0	0	0	89134	88555	13653	13382	3958	594	932	4846	966	9360	15638	76131	30168	0	158	29	908	12969	25744	43653	48497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13887	13882	0	0	
220844																																																																																																																																																														0	0	6806	0	0	0	0	0	0	12524	12388	1511	1510	2337	2400	0	0	0	0	0	0	14861	14788	42748	42694	0	0	0	38871	38685	12520	12370	10032	0	0	4487	5545	5842	2034	25172	11976	0	0	0	0	1455	1044	0	0																									0	0	0	0	0	0	0	0	0	0	
221476																																																																																																																																																														0	0	26974	0	0	0	0	0	0	0	0	8620	8459	0	0	0	0	0	0	0	0	2779	2910	54059	55044	0	0	0	8997	9140	6523	6413	438	356	356	0	430	546	3514	11736	1373	1662	3110	1396	59	13357	5665	11009	3610																									0	0	0	0	0	0	2697	2800	0	0	
222147																																																																																																																																																														0	0	793718	0	0	0	0	213	211	0	0	0	0	0	0	0	0	0	0	0	0	547449	541646	2075055	2114073	0	109133	111811	158449	161439	0	0	26611	643	643	17227	9547	13482	14231	213156	3140	45942	376	541	100	1196856	522026	267943	356312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	438316	429835	858209	865950	0	0	
222156																																																																																																																																																														0	0	10653	0	0	0	0	0	0	0	0	6081	6359	0	0	0	0	0	0	0	0	0	0	60825	62074	0	0	0	21271	21784	1499	1481	1948	0	0	0	1959	6503	7651	11825	205	10427	1067	1396	519	12305	5458	50	2709																									0	0	0	0	0	0	6050	6117	0	0	
222446																																																																																																																																																														0	0	8032	0	0	0	0	0	0	0	0	976	992	0	0	0	0	0	0	0	0	0	0	65403	64175	0	0	0	27747	27886	976	992	4747	242	242	3796	951	1539	3737	16015	2840	0	0	0	1462	5067	87	18637	9802																									0	0	0	0	0	0	1016	1017	0	0	
222558																																																																																																																																																														0	0	26282	0	0	0	0	0	0	0	0	30398	30546	0	0	0	0	0	0	0	0	0	0	31203	31354	0	0	0	0	0	8346	8389	6783	0	0	2355	4428	17156	5302	1305	0	0	0	0	491	0	0	0	317																									0	0	0	0	0	0	0	0	0	0	
222754																																																																																																																																																														0	0	4367	0	0	0	0	0	0	0	0	7225	7210	0	0	277	7	0	0	0	0	0	0	29200	29092	0	0	0	8233	8257	1000	987	2463	0	0	359	2104	4415	4575	4015	0	0	0	0	0	7948	0	3801	1868																									0	0	0	0	0	0	0	0	0	0	
223322																																																																																																																																																														0	0	32975	0	0	0	0	0	0	0	0	6274	6277	0	0	0	0	0	0	0	0	11708	11522	33456	33660	0	11708	11522	1110	1117	0	0	6560	8	7	5913	2447	6575	416	3750	0	3101	17054	455	84	658	116	4790	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19960	19942	0	0	
223331																																																																																																																																																														0	0	138565	0	0	0	0	0	0	0	0	111390	112381	0	0	0	0	0	0	0	0	819	837	283390	289820	0	819	837	100053	104099	0	0	36145	0	0	13132	22990	108263	22375	48433	2107	521	113	246	60	14554	9236	19529	29081																									0	0	0	0	0	0	321	369	0	0	
223452																																																																																																																																																														0	0	10918	0	0	0	0	0	0	0	0	24157	24638	0	0	0	0	0	0	0	0	0	0	25687	26178	0	0	0	1416	1426	1600	1617	2120	0	0	401	1654	10301	13003	705	0	0	65	0	0	0	49	0	0																									0	0	0	0	0	0	0	0	0	0	
223751																																																																																																																																																														0	0	1458	0	0	0	0	0	0	0	0	14594	14375	0	0	0	0	0	0	0	0	0	0	14594	14375	0	0	0	0	0	0	0	0	0	0	0	0	5595	8780	0	0	0	0	0	0	0	0	0	0																									0	0	0	0	0	0	0	0	0	0	
223845																																																																																																																																																														0	0	0	0	0	0	0	0	0	0	0	33893	33591	0	0	0	0	0	0	0	0	27152	27355	33893	33591	0	27152	27355	0	0	28380	27956	1743	0	0	680	1063	4670	6046	48284	0	0	0	0	0	0	0	0	0																									0	0	0	0	0	0	0	0	0	0	
