"IDRSSD"	RIAD0497	RIAD4042	RIAD4136	RIAD4141	RIAD4146	RIAD4461	RIAD4462	RIAD4463	RIAD4464	RIAD4467	RIAD4468	RIAD4469	RIAD4486	RIAD4487	RIAD4488	RIAD4489	RIAD4491	RIAD4498	RIAD4499	RIAD4521	RIAD4522	RIAD4769	RIAD8403	RIADB526	RIADB527	RIADC013	RIADC014	RIADC015	RIADC016	RIADC017	RIADC018	RIADF229	TEXT4461	TEXT4462	TEXT4463	TEXT4464	TEXT4467	TEXT4468	TEXT4469	TEXT4487	TEXT4489	TEXT4498	TEXT4499	TEXT4521	TEXT4522	TEXT4769	TEXTB526	TEXTB527	
368111	0	0	0	0	0	-12	920	0	18	74	0	0	0	0	0	0	0	-28000	0	0	0	false	0	0	0	0	0	0	0	0	0	0	Mark to market of Equity Investment.	Gain on sale of FDIC Ins credit.		OCC assessment.	Management fee expense.					Return of excess Capital.							
368175	270	0	0	0	0	0	0	0	176	231	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	237	284	0	0				ATM Expense	Franchise Tax												
368344	0	0	0	0	0	0	0	0	10	9	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	12	0	0	29	0	0				TRAVEL	PROFESSIONAL FEES												
368429	74	0	28	26	4	49	13	0	13	26	19	0	0	0	0	0	0	500	0	0	0	false	26	-68	0	6	21	7	19	114	29	0	Debit card fee income	Mortgage commissions		Internet banking fees	Telephone	Travel				Downstream of capital from holding company					Annual audit adjustment		
368522	21	0	26	0	3	0	0	0	11	30	0	0	0	0	0	0	0	0	0	0	0	false	20	0	0	0	0	6	62	0	19	0				PHONE	AUDITING FEES												
368755	1	0	2	8	0	1	0	0	3	3	3	0	0	0	0	0	0	0	0	0	0	false	3	0	0	0	0	7	0	9	4	0	Collection & Exchange Fees			Accounting Expense	Depreciation Expense- Software	Other Loan Expense											
368933	13	0	12	6	1	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	false	8	0	0	3	0	4	5	0	15	0				Correspondent bank fees													
368951	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	15	0	0	0	0																	
369426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0																	
369453	8	0	17	3	2	0	0	0	5	9	5	0	0	0	0	0	0	0	0	0	0	false	12	-13	0	0	0	3	3	56	10	0				Contract labor	Public Relations	Dues & Subscriptions									bond income/accrual		
369659	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	197	0	0	DEBIT CARD PROGRAM																
370020	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0																	
370150	4	0	4	1	1	0	0	0	13	8	5	0	0	0	0	0	0	0	0	0	0	false	4	0	0	0	0	1	1	11	8	0				CONSULTING FEES	EQUIPMENT & SERVICES	CORRESPONDENT SERVICE CHARGES											
370338	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	120	0	0																	
370347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	13	11	0																	
370721	0	0	22	0	0	0	0	0	17	23	0	0	0	0	0	0	0	0	0	-24	0	false	0	0	0	0	0	0	0	31	0	0				ATM EXPENSE	EXAMINATIONS & AUDITING EXPENSE							RESERVE FOR UNFUNDED LOAN COMMITTMENTS					
370758	0	0	5	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	false	5	0	0	0	0	0	0	11	4	0				Audit & Accounting													
370833	10	0	0	0	0	0	0	0	10	10	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	9	67	10	0				Professional Serivce	Audit Fees												
370954	0	0	12	0	0	9	7	9	11	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	22	11	0	Credit Life Income	Origination Fees on Brokered loans	Yield Spread Premium on Brokered Loans	ATM Expenses													
371223	0	0	0	0	0	42	0	0	25	20	18	0	0	0	0	0	0	0	0	0	0	false	17	0	0	0	0	0	0	25	33	0	Check Card Fees			Ohio Franchise Tax	Branch Lease	Accountant Expense											
371232	24	0	0	0	0	0	0	0	23	33	38	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	42	0	36	0	29	0				ATM Network	Software Maint.	Outside Services											
371353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	323	0	0																	
371362	26	0	25	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	29	0	0	0	42	0				EXAM FEES													
371559	11	0	17	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	3	0	0	1	0	2	10	32	8	0																	
371755	0	0	0	0	0	0	0	0	31	11	0	0	0	0	0	0	0	0	0	0	0	false	9	0	0	0	0	12	0	0	19	0				Accounting Services	Bond Portfolio Charges												
371849	7	0	8	0	0	0	0	0	11	14	0	0	0	0	0	0	0	0	0	0	0	false	6	0	0	0	0	0	0	15	13	0				Exam fees	Outside services												
371858	0	0	17	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	17	0	13	42	0	0				Outside Services													
371924	95	0	0	0	0	81	0	0	48	76	79	0	0	0	0	0	0	0	0	0	0	false	52	0	0	0	49	0	64	0	88	0	Visa check card fees			Telephone	PA Shares Tax	Contracted Services											
371942	11	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	11	0	0	Other income																
372248	2	0	4	0	0	7	0	0	8	8	0	0	0	0	0	0	0	0	0	12	0	false	4	0	0	0	0	5	15	25	4	0	Merchant Income			Merchant Expense	Cardholder Expense - ATM's							Repayment of Re-booked charge-off carried off ledger					
372257	3	0	0	0	0	0	0	0	9	3	3	0	0	0	0	0	0	0	0	0	0	false	4	0	0	0	0	0	0	0	0	0				EXAM & LEGAL EXPENSE	CORRESPONDENT BANKING FEES	TELEPHONE & INTERNET											
372444	17	0	15	5	2	0	0	0	13	11	0	0	0	0	0	0	0	0	0	0	0	false	9	0	0	0	0	6	10	8	14	0				Misc. Exp.	Amort. MSR's												
372538	0	0	101	0	0	92	0	0	154	106	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	128	0	Computer Fees			Sales/Use/Stock Tax Expense	Inter-Branch Computer Service Charges												
372556	0	0	0	0	0	0	0	0	167	504	456	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0				Management Fees	Outsourcing Fees	Servicer Marketing Fees											
372640	13	6	25	6	2	0	0	0	15	19	0	0	0	0	0	0	0	0	0	1	0	false	18	0	0	0	16	4	23	7	19	0				Travel & conference	ATM Machines							rounding					
372855	0	0	0	0	0	0	0	0	21	20	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	62	14	0				Internet Expense	Support/Licensing Fees												
373058	8	0	10	3	2	1	4	0	6	0	0	0	0	0	0	0	0	0	0	0	0	false	8	0	0	0	0	0	0	8	7	0	commissions	insurance commissions		correspondent banks   dues													
373115	135	0	48	75	14	244	0	0	171	0	0	0	0	0	0	0	0	0	0	0	0	false	72	0	0	0	0	17	94	17	47	0	Debit Card Interchange Income			Other Taxes													
373272	0	0	11	0	0	0	0	0	7	14	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	23	0	0				Audit and Accounting services	Check Processing												
373553	5	0	1	0	1	0	0	0	4	21	3	0	0	0	0	0	0	0	0	0	0	false	1	0	0	0	8	8	0	31	8	0				state assessment	other outside fees	armored carrier											
373601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	131	0	0																	
374130	23	0	0	0	0	158	0	0	22	35	25	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	21	0	0	0	0	0	MORTGAGE DIVISION FEES			COMMUNICATIONS	PROFESSIONAL FEES	OTHER REAL ESTATE EXPENSE											
374354	5	0	5	0	1	2	0	0	7	10	17	0	0	0	0	0	0	0	0	0	0	false	5	0	0	2	0	1	1	4	4	0	Other income inc wt fees/ck fees			ATM/acctg/courier/char cont	Assmt fees/ins/ s charges	Auto/emp exp/misc memberships/telephone/seminars											
374653	0	0	0	0	0	354	1666	507	445	345	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	ACH Processing Income	PBC Processing Income	ATM Funding Fees	Data Processing Fees	Sponsorships												
374774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	40	0	0																	
374934	0	0	0	0	0	58	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	297	0	0	Visa Interchange Fees			Visa Card Expense													
375034	433	0	0	0	0	2944	621	0	1891	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	396	0	0	577	0	0	Stored Value Card Income	Check Card Interchange Income		Stored Value Card expense													
375043	256	0	0	0	0	276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	391	0	0	Loan Doc Fees																
375155	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0				Computer Service & Supplies													
375502	119	0	76	0	0	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	160	0	0	Visa Income																
375566	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	116	0	0																	
375650	0	0	6	0	0	0	0	0	8	6	6	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	8	0	0	0	0	0				Maint on software	Examination	Audit & tax											
375735	51	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	125	0	0				External Audit													
376068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	10	9	15	9	0																	
376125	0	0	0	0	0	101	0	0	92	0	0	0	0	0	0	0	0	0	0	0	0	false	0	99	0	0	0	0	57	250	0	0	Interest and fees from Bankcard			Bankcard expense											Adjustment for FIN 48		
376237	7	0	8	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	3	0	0	1	0	4	94	33	13	0																	
376433	0	0	0	0	0	39	32	0	32	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	23	0	32	0	0	0	Miscellaneous Income	Network Fee Income		ATM Processing Fees													
376442	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0																	
376657	0	0	0	0	0	18	0	0	13	7	13	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	10	0	Miscellaneous Income			Amort. Software	Software Fees	Miscellaneous Expense											
376947	14	0	12	0	0	0	0	0	23	16	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	18	0				Auditing and Professional Fees	Bank Bonds and Various Insurances												
377663	15	24	18	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	10	0	0	2	12	3	8	0	12	0																	
377850	9	0	38	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	4	0	0	3	0	1	18	61	5	0																	
377908	478	0	0	0	0	733	0	0	266	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	LOCKBOX PROCESSING FEES			PENSION EXPENSE SERIP													
378026	0	0	38	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	33	0	0	127	0	0				Ohio Corporate Franchise tax													
378044	0	0	0	4	0	0	0	0	17	6	3	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	6	3	0				Professional Consulting Fees	Education & Training	State Bank Department Assessment											
378110	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	true	0	-17	0	0	0	0	0	22	0	0				STATE FRANCHISE TAX										$17,000 moved back from holding company due to re-analysis of federal tax obligation for 05 per instructions of our CPA tax analyst	see below		
378259	41	0	14	3	1	0	0	0	22	32	0	0	0	0	0	0	0	2000	0	0	0	false	5	0	0	0	0	7	4	80	26	0				Telephone expenses	Professional fees					Capital contribution from parent holding company							
378549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	42	0	0	0																	
378558	0	0	0	32	0	15	0	0	22	14	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	19	0	36	21	0	One-time income from non-accrual loan status change			Software maintenance expenses	Other service fees expense												
378642	0	0	0	9	0	0	0	0	8	14	12	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0				Service Charges	Prof. Services Acccounting/Audit	Telephone											
378651	0	0	48	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	13	0	0	0	14	0	0	0	0	0	Mortgage department fee income																
378950	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0																	
379050	2	1	3	2	1	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0	0	0	7	1	0	0	5	0	Proceeds From Insurance																
379153	7	0	0	9	0	0	0	0	8	8	9	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	16	8	0				AUDITORS	OFFICE RENTAL	TELEPHONE											
379359	50	0	3	-12	11	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	54	0	0	13	0	3	67	344	40	0	Wire transfer fees	Commission income															
379470	23	0	15	0	0	0	0	0	30	8	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0				COMPUTER SERVICES	PROFESSIONAL SERVICES												
379649	5	0	6	0	3	0	0	0	9	14	0	0	0	0	0	0	0	0	0	0	0	false	15	0	0	2	66	8	19	0	15	0				BOLI Expenses	National Assessments												
379920	0	0	0	0	0	0	0	0	1360	1316	0	0	0	0	0	0	0	0	0	1	0	false	0	-767	0	0	0	0	0	0	0	0				Shares Tax	Services Provided Other							Rounding			Adoption of FIN 48		
380038	0	0	0	0	0	0	0	0	-1711	113	93	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0				Rep Office Exp reimbursement from DB Affiliates	Telecommunications & Data Services	Travel & Entertainment											
380346	12	0	4	0	2	0	0	0	8	8	8	0	0	0	0	0	0	0	0	0	0	false	8	0	0	1	0	8	0	0	8	0				Insurance	Software Licenses	Bank Fees											
380458	0	0	7	0	0	0	0	0	6	4	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	7	36	7	0				Accounting and auditing expense	Telephone expense												
380533	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	NSF and Overdraft Fees																
380654	5	0	4	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	7	0	0	3	0	1	0	8	10	0																	
380841	0	0	0	0	0	0	0	0	7	8	7	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	8	10	14	7	0				TELEPHONE	INTERNET BANKING EXP	FED RESERVE & OTHER BANK FEES											
380944	5	0	15	18	5	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	false	8	0	0	0	13	9	0	21	5	0				OTHER MISCELLANEOUS EXPENSE													
381026	0	0	12	0	0	0	0	0	17	16	11	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	11	0	10	8	6	0				Processing Services/Fees	Franchise Tax	Exams and Audits											
381259	0	0	0	0	0	0	0	0	29	24	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0				Management Fees paid to UMBFC	Other Tax Expense (Taxes other than property/Real Estate Taxes)												
381334	0	0	0	0	0	15	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	24	0	24	34	18	0	Collection Fees	Debit Card Charges															
381343	228	0	44	106	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	122	0	0	20	153	33	107	83	48	0																	
381754	0	0	3	7	1	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	false	2	0	0	0	0	1	0	2	1	0				Software License Fee													
381839	13	0	15	1	3	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	false	12	0	0	1	0	3	7	58	23	0				PUBLIC RELATIONS													
381950	0	0	0	0	0	0	0	0	228	31	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0				Other Real Estate Expense	Expense-Director's Deferred Benefit Plan												
382050	46	0	0	0	0	46	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	46	0	0	148	0	0	VISA/MC MERCHANT FEES			VISA/MC MERCHANT EXPENSE													
382069	55	0	0	0	0	151	0	0	80	128	0	0	0	0	0	0	0	0	0	483	0	false	0	0	0	0	0	0	0	209	0	0	MASTERCARD INTERCHANGE FEE INCOME			CORP ADMIN EXPENSE	CONVERSION EXPENSE							ACQUISITION OF SWFC CONVERSION					
382256	10	0	0	0	2	3	1	0	20	12	7	0	0	0	0	0	0	0	0	0	0	false	2	0	0	0	0	3	1	34	5	0	Visa debit card income	Fees from sales of official checks,etc		Examination and audit expense	Comptroller of the Currency assessment	Travel expense											
382443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	66	0	0																	
382537	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0				Professional Services													
382649	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	54	0	133	0	0				Accounting													
382658	0	0	19	11	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	11	0	0	0	0	3	1	0	28	0																	
382667	372	0	0	0	0	357	129	0	376	420	0	0	0	0	0	0	0	0	0	0	0	false	0	80	-162	48	0	32	0	757	0	148	Trade finance fee income	Wire transfer fees		Courier service expenses	Loan referral fee expenses										Adopting of fair value method per FAS 156 of servcing assets	FIN 48 adjustment	
382742	5	8	19	6	2	2	9	0	29	32	14	0	0	0	0	0	0	0	0	0	0	false	10	0	0	0	0	4	17	11	14	0	Processing Fees	Misc Income		Audit Fees	Services Rendered	ATM Expense											
382854	15	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	16	0	0	56	0	0																	
383534	6	0	2	11	0	2	21	2	33	12	0	0	0	0	0	0	0	0	0	0	0	false	17	0	0	0	0	10	26	39	25	0	Wire Transfer fees	Debit Card Interchange	Sweep Fees	State Examination	ATM Expense	Correspondent Bank Fees											
384018	0	0	0	0	0	358	279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	242	699	0	0	Trade Finance Service Fee	Remittance Service Fee															
384335	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	65	0	0	25	18	0																	
384353	1	0	0	4	0	0	0	0	3	3	1	0	0	0	0	0	0	0	0	0	0	false	1	0	0	0	0	1	0	1	1	0				Blanket Insurance and Bonds	Correspondent Bank Fees	Debit Card Expenses											
384652	0	0	0	0	0	20808	1316	1287	17053	248	225	0	0	0	0	0	0	0	0	1441	0	false	0	0	0	0	0	0	0	688	0	0	CARD SERVICES INCOME	LOAN FEE INCOME	INTERCHANGE INCOME	CARD SERVICES EXPENSES	PROFESSIONAL FEES	TELEPHONE						INCREASE IN CONTRA ASSET INCLUDED IN PURCHASED CREDIT CARD RELATIONSHIPS					
384830	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	28	0	35	0				ATM EXPENSE													
385350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0																	
385547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0																	
385631	0	0	3	0	0	4	0	0	6	7	4	0	0	0	0	0	0	0	0	0	0	false	3	0	0	0	0	0	0	10	4	0	service charges			freight/courier	audit/acct	exam fees											
385976	0	0	0	0	0	0	0	0	23	20	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	23	0	0	51	0	0				Ohio Franchise Tax	Correspondent Bank Fees												
386049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	4	12	3	5	0	0	0																	
386142	16	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	53	0	0				Computer Software Maintenance													
386357	4	0	10	15	0	4	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	false	5	0	0	0	12	4	0	22	4	0	Mortgage Loan Processing			Life Ins Exp.													
386432	2	0	23	8	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	15	0	0	5	0	6	10	14	20	0	3																
386450	15	0	6	0	6	44	28	3	15	10	10	0	0	0	0	0	0	0	0	0	0	false	3	16	0	0	0	1	13	65	17	0	NSF & Overdraft Charges	Mortgage Income	Commission & Other Income	Donations	Insurance & Fidelity Bond	Correspondent Fees									Tax Year End Adjustments		
386731	14	0	12	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	23	0	0	1	31	9	0	1	24	0																	
386825	0	0	18	0	0	0	0	0	9	8	24	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	45	10	0				OCC Exam Fees	ATM Expense	Provision Corporate Franchise Tax											
386852	14	0	6	0	3	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	false	16	0	0	1	0	7	24	73	4	0				CTS Item Processing													
387000	0	0	0	0	0	141	0	0	1276	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	Credit Card Income, Net			Intercompany Fees													
387055	18	0	13	2	2	20	15	14	17	16	13	0	0	0	0	0	0	0	0	0	0	false	9	0	0	0	0	1	26	16	18	0	ATM Visa Interchange	Post Office Reimbursement	Merchant Services Income	Accting Svc / State & PDPA	Merchant Services Expenses	ATM Fees											
387345	14	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	31	0	0	45	0	0				Professional Expenses													
388155	0	0	0	0	0	0	0	0	43	51	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0				MANAGEMENT SERVICES	RISK MANAGEMENT SERVICES												
388258	3	0	3	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	false	2	0	0	0	0	1	0	20	2	0				Acctounting Fees	Meetings/Travel												
388557	1	0	0	0	0	0	0	0	8	3	1	0	0	0	0	0	0	0	0	0	0	false	1	0	0	0	0	0	0	4	1	0				Professional & Accounting Fees	Schools & Conferences	Service Charges on Bank Acct											
388744	40	9	44	20	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	22	0	0	11	0	5	6	30	25	0																	
388753	5	0	5	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0				Correspondent service charges													
388940	25	0	18	38	0	0	0	0	20	18	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	29	0				Correspondent Bank Charges	Telephone & Communication Expense												
389059	0	0	12	0	0	0	0	0	9	9	21	0	0	0	0	0	0	0	0	0	0	false	0	-2	0	0	0	0	0	27	12	0				Dues/Education	Insurance/Taxes	Equipment/Software Lic									'06 income tax adjustment		
389358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	25	0	0																	
389826	6	0	12	12	1	14	0	0	21	17	0	0	0	0	0	0	0	0	0	0	0	false	5	0	0	2	0	3	26	0	12	0	Card Merchant Income			Mastercard Expense	Atm Expense												
390167	0	0	0	0	0	0	0	0	8	8	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	40	0	0				Professional fees	Management fee expense												
390336	54	0	12	33	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	48	0	0	0	0	11	22	11	79	0																	
390457	0	0	0	0	0	0	0	0	181	0	0	0	0	0	0	0	0	0	0	-191	-22	false	0	0	0	0	0	0	100	179	0	0				Peoples Inc Allocated Expense								Reclassify reserve for Off-Balance sheet items	Write off bank error on loan				
390840	0	0	0	0	0	0	0	0	0	50	62	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0					Professional fees	ORE Expenses											
390925	349	0	0	184	0	0	0	0	207	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	246	0	0	0	0	0				Telecommunications													
391137	157	0	0	0	0	233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	264	0	0	VISA CK CARD INCOME																
391249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0																	
391418	30	0	0	0	0	0	0	0	93	45	34	0	0	0	0	0	0	0	0	0	0	false	29	0	0	0	0	0	34	0	0	0				Franchise Taxes	Telephone Expense	Accounting Fees											
391557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	10	0	0	12	0	0																	
391838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	604	0	0																	
391959	1	0	4	8	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	3	0	0	0	0	0	0	7	6	0																	
391977	58	0	229	19	11	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	false	19	0	0	4	183	23	43	164	30	0				Other - Consulting Fees													
392031	14	0	25	7	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	12	0	0	0	0	0	0	34	10	0																	
392152	4	0	7	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	3	0	0	0	0	2	0	13	2	0																	
392255	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0				Telephone & Fax													
392778	86	0	43	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	33	0	0	155	0	0																	
393252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	30	0	0																	
393355	7	0	0	16	0	23	5	0	23	25	12	0	0	0	0	0	0	0	0	0	0	false	13	0	0	0	0	6	4	47	11	0	Card program incom	Market adjustment-loans held for sale		Card program expense	Telephone expense	Armored carrier expense											
393757	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	870	0	0	0	false	0	0	0	0	0	0	0	31	0	0										Capital injection from newly formed ESOP passed through holding company							
393850	30	0	7	0	5	14	0	0	26	1	6	0	0	0	0	0	0	0	0	0	0	false	14	0	0	0	0	0	0	15	14	0	Secondary Market Loan Income			Other Real Estate Expense	Employee Education Expense	Telephone Expense											
393953	45	0	38	12	6	2	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	false	22	0	0	4	0	14	10	102	26	0	MC/Visa Income			Audit and Exam													
