"IDRSSD"	RIAD0497	RIAD4042	RIAD4136	RIAD4141	RIAD4146	RIAD4461	RIAD4462	RIAD4463	RIAD4464	RIAD4467	RIAD4468	RIAD4469	RIAD4486	RIAD4487	RIAD4488	RIAD4489	RIAD4491	RIAD4498	RIAD4499	RIAD4521	RIAD4522	RIAD4769	RIAD8403	RIADB526	RIADB527	RIADC013	RIADC014	RIADC015	RIADC016	RIADC017	RIADC018	RIADF229	RIADF555	RIADF556	RIADF557	RIADF558	RIADF559	TEXT4461	TEXT4462	TEXT4463	TEXT4464	TEXT4467	TEXT4468	TEXT4469	TEXT4487	TEXT4489	TEXT4498	TEXT4499	TEXT4521	TEXT4522	TEXT4769	TEXTB526	TEXTB527	
436823	49	0	53	0	71	0	0	0	40	41	0	0	0	0	0	0	0	-10	3000	0	0	false	56	0	0	0	114	16	12	92	47	0	119	50	67	40	33				Examination Fees	Loss from LLC					Legal expense paid relating to Capital Purchase Program	Capital infusion from parent						
436953	30	0	19	1	108	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	false	23	0	0	5	0	10	99	228	27	2	0	42	17	69	44				Donations													
437044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0																	
437053	26	0	0	0	89	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	72	42	0	0	0	0	0	0				note collection													
437138	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0										CAPITAL INJECTION							
437455	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	79	0	0	0	0	25	0	0																	
437521	3188	0	0	0	1699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	-455	0	0	1046	0	1074	3960	545	0	0	800	763	0	844															Application of EITF 06-5 to BOLI policies owned by Bank		
438050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0																	
438238	46	0	37	32	185	74	0	0	36	38	90	0	0	0	0	0	0	1571	0	0	0	false	0	0	0	0	0	0	0	385	0	0	99	0	0	0	0	Other service charges			Business Development	Other State Tax	ORE expense				Capital infusion							
438434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0																	
439132	0	0	38	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	98	0	0	25	0	0	0	0																	
439338	75	8	62	9	400	153	29	0	33	36	0	0	0	0	0	0	0	0	0	0	0	false	67	0	0	0	0	3	79	0	88	0	149	31	11	48	82	Mortgage Company Service Fees	Merchant Income		Correspondent Expense	Merchant Expense												
439356	51	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	44	0	0	0	0	4	15	0	49	0	0	0	0	0	0																	
439404	0	0	0	0	362	0	0	0	323	0	0	0	0	0	0	0	0	0	0	0	0	false	96	0	0	0	0	0	243	0	0	0	318	145	0	0	0				Merchant Bank Cards													
439459	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				Management Fees													
439730	7	0	12	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	false	8	0	0	0	0	0	0	12	6	0	0	0	17	0	0				State of IL Exam Fees													
439860	29	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	74	47	0	0	0	0	0	0	0				BOSS EXPENSE													
440110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0																	
440259	0	0	13	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	12	0	0	0	0	0	0	21	0	0	35	48	23	19	37																	
440446	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				Intercompany Service Charges													
440857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	1	3	39	0	0	0	0	0	0	0																	
440875	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	63	0	0	0	0	0	0	33																	
441050	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	14	0	0	0	0	0	0	7	0	0	0	0	0	0	10																	
441078	0	0	31	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																	
441135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0																	
441256	208	0	0	0	262	89	0	0	72	164	79	0	0	0	0	0	0	0	0	0	0	false	70	0	0	18	109	0	20	208	78	0	120	62	81	85	77	Merchant Processing Fee Income			Merchant Processing Expenses	Charitable Contributions	Loan and Collection Fee Expenses											
441359	0	0	0	43	36	42	0	0	61	40	0	0	0	0	0	0	0	0	0	0	0	false	36	0	0	0	55	0	0	0	26	0	47	0	0	25	54	Data Processing			Donations	Management Fees												
441434	0	0	34	0	41	48	15	0	67	0	0	0	0	0	0	0	0	0	0	0	0	false	46	0	0	0	0	36	47	32	43	0	46	42	71	23	30	Mortgage Fee Income	Credit Card Merchant Income		Card Services Processing Charges													
441630	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				Business Occupation Taxes													
442057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																	
442244	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	10	0	14	0	0	0	0	0	0	0																	
442655	0	0	9	0	6	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	false	11	0	0	0	0	0	0	47	14	0	0	11	0	0	0					OCC ASSESSMENT												
442749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0																	
442758	3	0	7	0	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	false	7	0	0	0	0	2	5	41	7	0	0	5	0	1	6				Travel													
442776	76	0	0	105	194	125	42	0	184	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	449	0	0	369	56	0	0	54	53	104	66	Management Fees	Appraisal Fees		Directors RRP & SOP Expenses													
442806	61	0	32	47	113	0	0	0	58	32	56	0	0	0	0	0	0	0	0	0	0	false	30	88	0	0	0	0	0	155	0	0	80	0	0	107	58				Other Professional Services	Regulatory Exams	Problem Asset Expenses									Change in accounting principles: applied EITF 99-20-B		
443148	0	0	32	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0																	
443205	534	0	419	0	634	29	0	0	159	137	0	0	0	0	0	0	0	0	0	0	0	false	113	0	0	10	276	45	36	746	113	0	14	0	0	0	278	Income from funds transfer services			Charitable contributions	Travel and entertainment expense												
443353	0	0	0	0	17	0	0	0	6	7	15	0	0	0	0	0	0	0	0	0	0	false	9	0	0	0	13	0	0	8	0	0	0	0	6	13	18				other insurance	CDI amortization	professional											
443625	5	0	9	0	20	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	false	4	-3	0	1	35	1	2	24	3	0	3	14	3	16	5				INTANGIBLE TAX EXPENSE											SPLIT DOLLAR INSURANCE		
443634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	350	0	0	0	0	0	0	0	0	0	0	0	0	0															This amount represents prior year amounts that came out of capital for a split dollar agreement that is no longer in effect.		
444051	37	0	9	0	15	5	0	0	17	7	0	0	0	0	0	0	0	0	0	0	0	false	15	0	0	0	12	3	0	0	23	0	41	11	0	37	7	Check Cashing Fees			Loan Repossession Exp.	Other Operating Exp												
444350	0	0	0	0	100	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	33	35	31	117	0	0	72	0	0	76	0	Merchant credit card income																
444556	8	0	2	1	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	11	0	0	0	6	2	12	73	16	0	0	10	13	0	6																	
444677	8	0	13	0	2	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	false	1	0	0	0	0	0	0	4	0	0	0	4	0	0	0				Dues & Subscriptions	Misc												
444958	7	0	12	3	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	-35	false	12	0	-76	0	0	2	13	0	23	0	0	8	9	2	0												2008 Provision per examiners	Additional Charge off per examiners for 2008			accounting adjusment related to prior years bonus accounting	
445852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																	
445955	0	0	46	0	0	62	46	42	25	0	0	0	0	0	0	0	0	0	0	0	0	false	28	0	0	0	47	0	0	66	0	0	125	0	0	38	0	Mortgage Underwiting/Premium Discount FNMA	Miscellaneous Income	WCNB Data Processing	Telephone													
446130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	48	0	0	0	0	28	0	0																	
446149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0																	
446336	123	0	39	102	131	60	38	91	7	93	525	0	0	0	0	0	0	0	0	0	0	false	38	0	0	0	61	0	122	77	76	0	0	81	104	0	97	Mortgage Origination Fees	Collections/IPCD/Gain on sale of equipment	Misc/ Operating Lease Income	IPCD	License & Taxes	MIsc											
446877	0	0	28	87	71	48	0	0	28	30	97	0	0	0	0	0	0	0	0	0	0	false	27	0	0	0	0	0	0	175	0	0	0	27	0	0	0	Debit Card Income			Loan Department Fees	Correspondent Bank Fees	Loss & Expense on Repossed Chattel											
447034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0																	
447070	35	0	39	0	30	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	125	0	0	0	37	0	0	0				other operating expenses													
447100	91	0	0	0	0	0	0	0	74	127	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	32	11	26	166	0	0	73	43	0	0	0				Professional Services	Mortgage & Loan (net of fees)												
447342	6	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	3	0	0	0	0	0	5	23	4	0	0	35	0	8	0																	
447351	0	0	31	0	28	0	0	0	75	18	16	0	0	0	0	0	0	0	0	0	0	false	25	0	0	0	0	0	0	65	22	0	0	23	0	17	27				Other Real Estate Expense	IT Network Services	State Examination Expense											
447557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																	
447874	0	0	41	15	72	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	false	21	0	0	13	29	6	5	135	22	5	68	0	0	39	0				Excise Tax													
448040	46	0	0	56	369	11	17	0	357	105	0	0	0	0	0	0	0	0	0	0	0	false	65	0	0	9	0	17	75	68	0	0	17	49	0	0	85	Misc Income	Misc Customer Service Fee		Other Loan Expense	Other Outside Service Fees												
448554	32	0	34	5	30	0	0	0	22	18	22	0	0	0	0	0	0	0	0	0	0	false	35	0	0	5	46	16	9	66	40	0	71	53	0	46	20				CONTRIBUTIONS & DONATIONS	OCC ASSESSMENTS	OTHER LOSSES											
449038	0	0	0	0	0	0	0	0	90	191	0	0	0	0	0	0	0	0	0	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				CITIGROUP OPERATIONAL SUPPORT FEE	TRUST SERVICE FEES									THERE ARE NO FULL TIME EMPLOYEES OR SALARIES ASSOCIATED WITH CITICORP TRUST N.A.			
449430	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	150	325	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0										stock sold in holding co	cash contribution from holding co						
449832	13	0	12	6	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	14	0	0	1	0	20	4	11	21	0	0	29	0	1	12																	
449841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1000	0	0	0	false	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0										Capital Injection							
449850	0	0	0	9	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	2	0	0	0	0	0	0	12	5	0	0	9	9	9	3																	
449926	0	0	0	30	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	40	0	0	0	0	41	0	0	Gain on Derivatives Held for Hedging Activity																
449953	50	26	0	62	320	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	58	0	0	235	0	0	36	40	0	0	50				Lease Accounting Expense													
450034	32	0	47	0	19	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	22	0	0	0	85	0	19	179	43	0	0	40	17	0	0	Mortgage Loan Origination Fees																
450632	25	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	37	0	16	0	0	131	0	0	0	42	0	0	0																Change in accounting principle for boli	
450641	31	0	0	28	53	0	0	0	498	0	0	0	0	0	0	0	0	1600	0	0	0	false	0	0	0	0	0	0	0	0	29	0	76	30	0	52	28				INTERCOMPANY EXPENSE						Capital Infusion							
450650	0	0	0	20	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	21	0	0	0	23	7	0	0	CHECK CASH FEE	MISCELLANEOUS INCOME															
450669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-60	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0												Correction for write-down of an OTTI security					
450753	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	700	0	0	0	false	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0										Capital Injection from Industry Holdings, Inc.							
450856	538	0	0	0	735	87	146	-214	751	247	466	0	0	0	0	0	0	0	0	0	0	false	364	0	0	0	0	0	135	0	299	188	840	0	0	385	228	Late & Extension fees on off balance sheet loans	Underwriting Fees	Swaps	College Savings Plan Fees	State Payments-College Savings Plan	Service Fees-Student Loans											
450959	13	0	56	10	92	0	0	0	21	115	0	0	0	0	0	0	0	0	0	0	0	false	15	0	0	4	103	16	32	0	25	0	0	19	20	16	5				OREO Expenses	Furniture, Fixtures & Equipment Expense												
451068	86	0	36	0	140	173	39	0	79	41	30	0	0	0	0	0	0	0	0	0	0	false	44	0	0	0	0	0	0	0	34	0	55	0	0	0	96	Rental Income from bank owned real estate	Debit card income (net)		CRA grants and awards	Repossession expense	Property and liability insurance											
451246	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	48	0	0	0	0	0	27	0	0	0	0				Computer													
451853	4	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	3	0	0	0	0	0	3	8	3	0	0	0	0	0	0																	
451965	72000	0	0	0	107000	454000	202000	96000	201000	147000	114000	0	0	0	0	0	0	78000	0	903000	0	false	76000	0	0	0	0	0	0	100000	0	1260000	489000	0	70000	0	71000	Intercompany Allocations	Charges and fees on loans	Merchant and Business Service Fees	Intercompany Allocations	Contract Services	Insurance				Capital Infusion		Merger of Wells Fargo Financial Bank					
452104	0	0	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	29	0	0	0	40	0	0	85	0	0	0	47	0	29	0																	
452159	0	0	32	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	Letter of Credit fees																
452270	256	0	0	116	730	804	164	0	319	324	0	0	0	0	0	0	0	0	0	0	0	false	67	26254	0	0	200	19	90	0	0	0	32	308	491	0	0	Gain on Sale of Swap	Debit Card		OREO	Monitored Credit										Recapture OTTI Charge from Year End		
452739	10	0	33	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	5	0	0	11	0	8	2	110	4	0	19	27	0	0	9																	
452841	39	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0																	
452850	58	0	21	6	102	8	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	false	28	0	0	5	69	12	45	247	25	0	48	59	19	0	43	Wire transfer			Dues, fees & subscriptions													
453026	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																	
453147	6	0	8	15	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	11	0	0	7	0	0	13	0	12	0	0	17	0	8	8																	
453446	0	0	0	0	32	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	26	0	0	0	0	0	0	0	0	0	41				State Holding Company Fees													
453839	36	0	0	13	33	14	0	0	28	17	0	0	0	0	0	0	0	1000	0	0	0	false	20	0	0	4	0	9	4	64	8	0	37	0	0	4	38	Misc.			Credit Card	Misc.					Infusion of Capital into surplus from Holding Company							
454340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0																	
454434	105	0	0	0	84	48	367	96	287	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	86	48	0	81	57	0	0	0	259	68	72	Brokered Mortgage Loan Fees	Check Cashing Fees	ATM/EFT/Debit Fee Income	Other Real Estate Expense													
454546	41	1	27	48	76	8	7	8	18	16	14	0	0	0	0	0	0	0	0	0	0	false	23	0	0	7	6	7	12	61	47	0	87	23	0	47	33	Customer service charges	Credit card merchant discounts	Miscellaneous income	Bank service charges	Loan administration	Other operating expense											
454658	40	2	17	14	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	24	0	0	1	0	5	8	0	43	0	30	9	0	0	13																	
454742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																	
455150	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	false	0	0	0	0	31	0	56	0	0	0	0	0	0	35	0							Sale of bank-owned automobile										
455253	51	0	16	13	5	45	0	0	135	54	226	0	0	0	0	0	0	0	0	0	0	false	43	0	0	0	0	0	0	538	7	0	929	36	0	6	69	Credit Card Annual Fee			Software Maintenance	VISA/MasterCard Qtrly Assessment	Credit Card											
455459	51	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	true	0	0	0	0	0	0	0	99	0	0	34	0	36	0	0				Debit Card Program Expense										RI 1a.(5) includes $272,054.51 in interest on a loan that has been on non-accrual since 2001 and has now been collected and the principal paid in full.			
455552	0	0	0	31	40	39	0	0	44	22	32	0	0	0	0	0	0	5000	0	0	0	true	38	0	0	6	16	16	46	100	32	0	4	18	0	24	27	Commissions & Fees			Misc Fees	Correspondent Bank Fees	Contract Labor				Capital Contribution from Holding Company				Item # 1.g. - this amount is negative as this bank investment in an opportunity fund had negative interest accrued so far in 2009.			
455945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0																	
455972	146	0	0	0	163	97	261	128	221	192	152	0	0	0	0	0	0	18000	0	0	0	false	108	0	0	0	0	0	63	358	123	0	361	0	0	203	96	Escrow fees	Merchant services income	Underwriting fees	Business and occupation taxes	Merchant services expense	Item processing expense				Proceeds from sale of preferred stock to the US Treasury							
456045	310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9232	0	false	0	0	0	0	325	0	586	67	0	0	0	0	0	321	0												adjustment due to business combination					
456054	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																	
456157	22	0	0	0	52	27	25	9	37	18	17	0	0	0	0	0	0	0	0	0	0	false	28	0	0	0	73	6	20	56	21	0	13	0	15	0	0	Letter of credit fees	Management & DP fees- Summit	Other misc income	Loan Expense	Correspondent fees	Dues and subscriptions											
456250	0	0	0	0	0	36	0	0	39	36	0	0	0	0	0	0	0	300	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Secondary Market Loan Fees			Other Insurance Expense	ORE Owned Expense					Borrowing from Holding Co to maintain Capital at 7%							
456344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																	
456447	0	0	0	50	63	48	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	OTHER INCOME - SALE OF BANK PROPERTY TO HWY DEPT			DONATIONS & CONTRIBUTIONS													
456456	169	0	78	0	472	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	134	0	37	574	112	0	287	151	109	175	0	Consulting fee income																
456474	0	0	0	307	589	0	0	0	698	2230	389	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	812	0	0	0				Collection Expense	OREO Expense	Appraisal Expense											
456755	23	0	17	5	16	3	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	false	18	0	0	4	29	6	0	2	27	0	32	16	16	0	0	Miscellaneous Customer Service Fee			Correspondent Bank Charges													
456960	700	0	0	844	1641	989	3339	358	6631	0	0	0	0	0	0	0	0	50000	0	0	0	false	0	0	0	0	0	0	635	0	0	0	0	0	0	0	0	Affiliate and intercompany fees	Non-hedge derivative income	Exchange and other fees	Allocated expenses						Additional paid-in capital							
457060	27	0	23	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	13	0	0	0	0	0	0	55	28	0	46	0	0	0	0																	
457220	0	0	0	0	0	0	0	0	112	52	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				Outside Services	General Expenses												
457426	15	4	0	169	58	37	19	2	48	39	0	0	0	0	0	0	0	0	0	0	0	false	39	0	0	0	0	16	60	64	130	0	0	0	9	28	70	OTHER SERVICE CHARGES	MORTGAGE DEPT INCOME	MISCELLANEOUS RECOVERIES	COMPUTER SOFTWARE EXPENSE	EXPENSE ON REPOS												
457547	175	0	0	110	245	26	0	0	245	90	0	0	0	0	0	0	0	0	0	0	0	false	119	0	0	53	255	26	112	370	119	0	319	216	0	0	193	Credit Card Fee Income			Debit Card Expense	Correspondent Bank Charges												
457659	5	0	4	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	6	0	0	1	0	0	0	0	8	0	5	5	0	2	4																	
457752	46	0	41	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	8	0	0	0	0	29	0	0	31	0																	
458049	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																	
458142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																	
458544	115	0	22	30	112	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	46	0	0	0	0	0	0	126	80	0	0	0	0	0	36	Loan Processing Fees																
458553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																	
458665	6	2	20	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0	0	0	0	0	16	0	6	0	0	0	0	0	0																	
458946	3	1	9	5	15	2	0	0	9	15	10	0	0	0	0	0	0	0	0	0	0	false	7	0	0	2	16	1	0	5	7	0	0	0	7	5	5	Payroll services			Service contracts	Loan collection expense	Software annual fees											
459046	45	0	0	0	0	50	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	30	0	0	32	0	0	78	0	0	0	30	R/E Originations Fees			Management Fees													
459130	0	0	0	0	62	57	92	0	69	86	0	0	0	0	0	0	0	0	0	0	0	false	72	27	0	0	0	0	395	0	0	0	0	0	0	245	0	Miscellaneous Income	Preparation Fees		Miscellaneous Expense	Maintenance Contracts										Year end Adjustments		
459354	0	0	0	0	61	0	0	0	38	44	32	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	32	0	0	0	49	39	0	0	25				DEBIT CARD EXPENSE	SOFTWARE MAINTENANCE	LOAN COLLECTION											
459372	25	0	0	0	0	0	0	0	61	33	0	0	0	0	0	0	0	0	0	-4	0	false	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0				NOW ACCT EXPENSE	INSURANCE AND SURETY EXPENSE							CHARGEOFF OF CONSUMER LOAN					
459448	3	0	5	3	7	0	0	0	6	1	9	0	0	0	0	0	0	0	0	0	0	false	4	0	0	0	0	3	0	11	5	0	0	0	0	0	0				Exams & Auditing	Other Insurance	Misc Expense/Telephone											
459644	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				Fees													
459671	107	0	98	0	130	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	25	347	42	0	0	46	0	0	0	GROUND LEASE INCOME																
460033	77	0	49	45	96	0	0	0	322	47	0	0	0	0	0	0	0	0	0	0	0	false	14	0	0	0	0	16	64	387	51	0	0	0	0	0	58				SERVICE FEE	LOSS ON CASH VAL LIFE INS												
460332	56	0	8	1	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	16	0	0	5	0	33	12	77	12	0	0	0	2	0	5				STATE EXAMINATION FEE													
460341	2	0	11	1	12	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	false	4	0	0	0	0	9	0	37	8	0	0	33	15	0	0				Annual Software Maintenance													
460350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0												accrual					
460556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0																	
460770	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0																	
461058	0	0	50	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	31	0	0	0	0	0	0	33																	
462756	27	0	0	0	50	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	53	0	0	43	0	14	41	208	44	0	161	26	0	108	38	Investment Centers of America fees																
463203	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0																	
