"IDRSSD"	FDIC Certificate Number	OCC Charter Number	OTS Docket Number	Primary ABA Routing Number	Financial Institution Name	Financial Institution Address	Financial Institution City	Financial Institution State	Financial Institution Zip Code	Financial Institution Filing Type	Last Date/Time Submission Updated On
152851	4723	0	0	101104546	FIRST COMMUNITY BANK	2160 WEST HIGHWAY 50 	EMPORIA	KS	66801	041	2005-08-08T16:16:33
153054	2468	0	17186	91801234	NORTHWESTERN BANK, THE	202 BRIDGE STREET 	CHIPPEWA FALLS	WI	54729	041	2005-08-08T16:16:33
153353	1365	0	12788	101101581	PEOPLES BANK AND TRUST COMPANY	101 SOUTH MAIN 	MCPHERSON	KS	67460	041	2005-08-08T16:16:33
153652	4060	5955	10876	103103189	FIRST NATIONAL BANK OF CHELSEA	516 WALNUT STREET 	CHELSEA	OK	74016	041	2005-08-08T16:16:33
154154	4062	5547	16281	103100467	FIRST NATIONAL BANK AND TRUST COMPANY, CHICKASHA, OKLAHOMA, THE	302 CHICKASHA AVENUE 	CHICKASHA	OK	73018	041	2005-08-08T16:16:33
154220	26425	22982	0	51404930	COMMUNITY NATIONAL BANK	222 MAIN STREET 	SOUTH BOSTON	VA	24592	041	2005-08-08T16:16:33
154257	26853	0	0	107005953	CENTENNIAL BANK	13700 EAST ARAPAHOE ROAD 	CENTENNIAL	CO	80112	041	2005-08-08T16:16:33
154770	26395	0	4185	211371816	FRAMINGHAM CO-OPERATIVE BANK	828 CONCORD STREET PO BOX 9006	FRAMINGHAM	MA	01701	041	2005-08-08T16:16:33
155049	3785	12000	0	81912379	FIRST NATIONAL BANK OF COULTERVILLE, THE	115 NORTH 4TH STREET 	COULTERVILLE	IL	62237	041	2005-08-08T16:16:33
155245	9538	0	10005	271274241	LA PORTE SAVINGS BANK, THE	710 INDIANA AVENUE BOX 548	LA PORTE	IN	46350	041	2005-08-08T16:16:33
155263	23066	0	14816	122237706	DESERT COMMUNITY BANK	14800 LA PAZ DRIVE 	VICTORVILLE	CA	92392	041	2005-08-08T16:16:33
155441	15131	0	12975	75906595	WISCONSIN STATE BANK	201 ALLEN STREET PO BOX 366	RANDOM LAKE	WI	53075	041	2005-08-08T16:16:33
155517	24493	0	0	44002051	GREAT LAKES BANKERS BANK	1182 CLAYCRAFT ROAD 	GAHANNA	OH	43230	041	2005-08-08T16:16:33
155759	406	0	16947	103105886	CLEO STATE BANK	TOWN SQUARE PO BOX 8	CLEO SPRINGS	OK	73729	041	2005-08-08T16:16:33
156055	5119	9838	0	91907028	FIRST NATIONAL BANK OF CROSBY, THE	15 EAST MAIN STREET 	CROSBY	MN	56441	041	2005-08-08T16:16:33
156457	10197	0	0	91207058	HOMETOWN COMMUNITY BANK	100 EAST MAIN STREET 	CYRUS	MN	56323	041	2005-08-08T16:16:33
156635	18855	0	0	71101022	COLCHESTER STATE BANK	113 DEPOT 	COLCHESTER	IL	62326	041	2005-08-08T16:16:33
156877	26619	0	6170	211372129	BUTLER BANK, A CO-OPERATIVE BANK	10 GEORGE STREET 	LOWELL	MA	01852	041	2005-08-08T16:16:33
156916	6515	12606	12001	31205913	YARDVILLE NATIONAL BANK	4556 SOUTH BROAD STREET 	YARDVILLE	NJ	08650	041	2005-08-08T16:16:33
156952	22525	0	9361	112203038	WESTERN BANK	9TH STREET & MARYLAND 	ALAMOGORDO	NM	88310	041	2005-08-08T16:16:33
157155	11475	0	12522	104101478	THAYER COUNTY BANK	402 LINCOLN AVENUE 	HEBRON	NE	68370	041	2005-08-08T16:16:33
157379	26512	0	0	211371340	METHUEN CO-OPERATIVE BANK	243 BROADWAY 	METHUEN	MA	01844	041	2005-08-08T16:16:33
157650	23986	0	17452	91905444	CROW RIVER STATE BANK	710 BABCOCK BLVD E. 	DELANO	MN	55328	041	2005-08-08T16:16:33
157744	15566	0	0	74908112	LINDEN STATE BANK	100 NORTH MERIDIAN PO BOX 60	LINDEN	IN	479550060	041	2005-08-08T16:16:33
157838	2808	7746	15975	62201274	FIRST NATIONAL BANK OF JASPER, THE	200 WEST 18TH STREET 	JASPER	AL	35501	041	2005-08-08T16:16:33
157856	15348	0	15563	103101822	FIRST BANK AND TRUST COMPANY	501 FRISCO 	CLINTON	OK	73601	041	2005-08-08T16:16:33
157904	90283	0	13165	211870977	HAMPDEN BANK	19 HARRISON AVENUE 	SPRINGFIELD	MA	01101	041	2005-08-08T16:16:33
158554	8209	0	12861	91210469	UNITED FARMERS & MERCHANTS STATE BANK	200 ATLANTIC AVENUE 	MORRIS	MN	56267	041	2005-08-08T16:16:33
158741	21486	0	0	81224122	CROSSROADS BANK	2000 SOUTH BANKER STREET 	EFFINGHAM	IL	62401	041	2005-08-08T16:16:33
158750	13723	0	0	104104750	STATE BANK OF HILDRETH	133 COMMERCIAL AVENUE 	HILDRETH	NE	68947	041	2005-08-08T16:16:33
158947	16650	0	13747	74913314	MARKLEBANK	180 EAST MORSE STREET 	MARKLE	IN	46770	041	2005-08-08T16:16:33
158974	26574	0	8076	211370697	SAUGUSBANK A CO-OPERATIVE BANK	489 LINCOLN AVE 	SAUGUS	MA	01906	041	2005-08-08T16:16:33
159243	13789	0	0	81912722	STATE BANK OF ELDRED	308 LOCUST 	ELDRED	IL	62027	041	2005-08-08T16:16:33
159476	26452	0	10951	211370082	IPSWICH CO-OPERATIVE BANK	2 DEPOT SQUARE 	IPSWICH	MA	01938	041	2005-08-08T16:16:33
159636	26962	0	10534	64103529	WILSON BANK & TRUST	623 WEST MAIN STREET 	LEBANON	TN	37087	041	2005-08-08T16:16:33
159645	14960	0	0	75906634	STATE BANK OF REESEVILLE	203 SOUTH MAIN STREET PO BOX 99	REESEVILLE	WI	535790099	041	2005-08-08T16:16:33
159953	4067	0	14509	103101848	OKLAHOMA BANK AND TRUST COMPANY	600 GARY FREEWAY 	CLINTON	OK	73601	041	2005-08-08T16:16:33
160360	23007	0	10782	123206338	OREGON PACIFIC BANKING CO.	1355 HIGHWAY 101 	FLORENCE	OR	97439	041	2005-08-08T16:16:33
160454	3087	3533	17506	111302587	FIRST NATIONAL BANK OF BALLINGER, THE	911 HUTCHINS 	BALLINGER	TX	768215509	041	2005-08-08T16:16:33
160557	13796	0	0	104910339	FARMERS STATE BANK	100 SOUTH 3RD STREET 	HUMPHREY	NE	68642	041	2005-08-08T16:16:33
160614	20225	0	0	26007922	FIDUCIARY TRUST COMPANY INTERNATIONAL	600 FIFTH AVENUE 	NEW YORK	NY	10020	031	2005-08-08T16:16:33
160650	23137	0	10163	91812430	CHARTER BANK EAU CLAIRE	1010 WEST CLAIREMONT AVENUE 	EAU CLAIRE	WI	54701	041	2005-08-08T16:16:33
160959	19899	0	8990	101101536	KANSAS STATE BANK OF MANHATTAN	1010 WESTLOOP 	MANHATTAN	KS	66502	041	2005-08-08T16:16:33
161031	10430	0	0	71119522	CITIZENS STATE BANK OF CROPSEY	130 SOUTH MAIN STREET P O BOX 98	CROPSEY	IL	61731	041	2005-08-08T16:16:33
161107	2557	969	16711	11302768	BEVERLY NATIONAL BANK, THE	240 CABOT STREET 	BEVERLY	MA	01915	041	2005-08-08T16:16:33
161273	26484	0	7963	211371298	NORTH SHORE BANK, A CO-OPERATIVE BANK	32 MAIN STREET PO BOX 231	PEABODY	MA	01960	041	2005-08-08T16:16:33
161433	11881	0	0	64103095	LIBERTY STATE BANK	3242 WEST MAIN STREET 	LIBERTY	TN	37095	041	2005-08-08T16:16:33
161527	20450	0	0	51000321	FIRST VIRGINIA BANK - COLONIAL	700 EAST MAIN STREET 	RICHMOND	VA	23219	041	2005-08-08T16:16:33
161602	6985	3817	9221	22303659	CANANDAIGUA NATIONAL BANK AND TRUST COMPANY, THE	72 SOUTH MAIN STREET 	CANANDAIGUA	NY	14424	041	2005-08-08T16:16:33
162337	20818	0	9076	64102070	CITIZENS TRI-COUNTY BANK	37 RANKIN AVENUE 	DUNLAP	TN	37327	041	2005-08-08T16:16:33
162878	27232	0	1932	211372161	DEDHAM CO-OPERATIVE BANK THE	402 WASHINGTON STR 	DEDHAM	MA	02026	041	2005-08-08T16:16:33
163343	15532	0	10392	74911219	CENTREBANK	128 NORTH MAIN STREET P O BOX 247	VEEDERSBURG	IN	47987	041	2005-08-08T16:16:33
163370	26448	0	8465	211371913	MANSFIELD CO-OPERATIVE BANK	80 NORTH MAIN STREET 	MANSFIELD	MA	02048	041	2005-08-08T16:16:33
163549	19772	0	12705	75911742	RIVER VALLEY STATE BANK	1130 EAST GRAND AVENUE 	ROTHSCHILD	WI	54474	041	2005-08-08T16:16:33
163745	18927	0	14965	74913660	FRANCES SLOCUM BANK AND TRUST COMPANY	189 WEST MARKET STREET P O BOX 588	WABASH	IN	46992	041	2005-08-08T16:16:33
163857	12761	0	11845	103104133	FARMERS & MERCHANTS BANK	116 SOUTH GRAND 	CRESCENT	OK	73028	041	2005-08-08T16:16:33
164032	1690	0	0	64104201	FARMERS BANK OF LYNCHBURG, THE	EASTSIDE SQUARE 	LYNCHBURG	TN	37352	041	2005-08-08T16:16:33
164153	10965	0	12357	91911153	FARMERS STATE BANK OF NEW LONDON	MAIN STREET 	NEW LONDON	MN	56273	041	2005-08-08T16:16:33
164331	19285	0	0	51501024	LOGAN BANK & TRUST COMPANY	WASHINGTON STREET & MAIN STREET 	LOGAN	WV	25601	041	2005-08-08T16:16:33
164377	28793	0	2376	231372141	SHARON SAVINGS BANK	9 CHESTER PIKE 	DARBY	PA	19023	041	2005-08-08T16:16:33
164742	10468	0	0	81210314	GOLDEN STATE BANK	MAIN STREET 	GOLDEN	IL	62339	041	2005-08-08T16:16:33
164854	14629	0	10166	91806381	UNITED BANK	50518 CHARLES STREET 	OSSEO	WI	54758	041	2005-08-08T16:16:33
164957	13788	0	16348	101917843	CONCORDIA BANK	547 MAIN STREET 	CONCORDIA	MO	64020	041	2005-08-08T16:16:33
164975	26513	0	0	211371793	STOUGHTON CO-OPERATIVE BANK	950 PARK STREET 	STOUGHTON	MA	02072	041	2005-08-08T16:16:33
165039	2124	11833	0	61101922	FIRST NATIONAL BANK OF POLK COUNTY, THE	967 NORTH MAIN STREET 	CEDARTOWN	GA	30125	041	2005-08-08T16:16:33
165356	9041	0	0	91805285	FIRST STATE BANK	46 SOUTH MAIN 	FOUNTAIN CITY	WI	54629	041	2005-08-08T16:16:33
165628	6600	56	12276	42200910	FIRST FINANCIAL BANK, NATIONAL ASSOCIATION	300 HIGH STREET 	HAMILTON	OH	45011	041	2005-08-08T16:16:33
165758	1931	0	17425	91908726	NEW MARKET BANK	461 MAIN ST. 	NEW MARKET	MN	55054	041	2005-08-08T16:16:33
165806	13292	0	10899	22306818	BANK OF CASTILE, THE	50 NORTH MAIN STREET 	CASTILE	NY	14427	041	2005-08-08T16:16:33
166111	16030	0	13295	221371123	NORTH COUNTRY SAVINGS BANK, THE	127 MAIN STREET 	CANTON	NY	13617	041	2005-08-08T16:16:33
166531	1484	0	0	64106775	BANK OF FRANKEWING	2324 HIGHWAY 64 EAST 	FRANKEWING	TN	38459	041	2005-08-08T16:16:33
166652	1932	0	13997	91901215	ALLIANCE BANK	322 NORTH MINNESOTA 	NEW ULM	MN	56073	041	2005-08-08T16:16:33
166737	16845	0	14297	63105706	PEOPLES STATE BANK OF GROVELAND	200 EAST BROAD STREET 	GROVELAND	FL	34736	041	2005-08-08T16:16:33
166803	6268	0	9006	11600020	MERCHANTS BANK, THE	275 KENNEDY DRIVE 	BURLINGTON	VT	05403	041	2005-08-08T16:16:33
166849	15928	14466	0	81221646	FARMERS NATIONAL BANK OF GRIGGSVILLE	112 WEST QUINCY 	GRIGGSVILLE	IL	62340	041	2005-08-08T16:16:33
167060	18767	15089	0	121101189	FIRST NATIONAL BANK OF NORTHERN CALIFORNIA	975 EL CAMINO REAL 	SOUTH SAN FRANCISCO	CA	94080	041	2005-08-08T16:16:33
167453	8693	0	12552	91803591	BANK OF GALESVILLE	112 S. MAIN 	GALESVILLE	WI	54630	041	2005-08-08T16:16:33
167556	24858	18008	0	81504651	STONE COUNTY NATIONAL BANK	ONE NATIONAL BANK PLAZA 	CRANE	MO	65633	041	2005-08-08T16:16:33
167565	25890	0	0	122037171	WELLS FARGO BANK, LTD.	707 WILSHIRE BOULEVARD 	LOS ANGELES	CA	90017	041	2005-08-08T16:16:33
167752	4728	7911	17714	101102700	MARION NATIONAL BANK, THE	302 EAST MAIN 	MARION	KS	66861	041	2005-08-08T16:16:33
167855	18845	0	12823	91901011	VALLEY BANK	245 BELGRADE AVENUE 	NORTH MANKATO	MN	56003	041	2005-08-08T16:16:33
167864	15466	0	0	112321839	WEST TEXAS STATE BANK	1501 W UNIVERSITY 	ODESSA	TX	79760	041	2005-08-08T16:16:33
168320	22371	22983	0	51404040	PEOPLES NATIONAL BANK	141 WESTOVER DRIVE 	DANVILLE	VA	24541	041	2005-08-08T16:16:33
168366	16770	14623	17490	112322634	FIRST NATIONAL BANK OF MONAHANS	307 S. MAIN STREET 	MONAHANS	TX	797564205	041	2005-08-08T16:16:33
168441	13351	0	9587	74912603	MERCHANT'S BANK AND TRUST COMPANY, THE	107 NORTH STATE STREET 	WEST HARRISON	IN	47060	041	2005-08-08T16:16:33
168571	28812	23195	2407	284170141	FORREST CITY BANK, N.A.	715 NORTH WASHINGTON STREET 	FORREST CITY	AR	72335	041	2005-08-08T16:16:33
168731	11660	0	0	61107201	COHUTTA BANKING COMPANY, THE	211 SOUTH 3RD AVENUE 	CHATSWORTH	GA	307052945	041	2005-08-08T16:16:33
168759	20712	0	17782	91915175	AMERICAN STATE BANK OF OLIVIA	815 E. DUPUE AVE. 	OLIVIA	MN	56277	041	2005-08-08T16:16:33
169073	27148	0	2405	36076053	NOVA SAVINGS BANK	1535 LOCUST STREET 	PHILADELPHIA	PA	19102	041	2005-08-08T16:16:33
169233	19792	0	13968	61210981	COLONY BANK OF DODGE COUNTY	5510 OAK STREET 	EASTMAN	GA	31023	041	2005-08-08T16:16:33
169327	8813	0	12215	52101931	PROVIDENT STATE BANK, INC.	239 MAIN STREET 	PRESTON	MD	21655	041	2005-08-08T16:16:33
169354	3103	12543	0	111302370	STATE NATIONAL BANK OF BIG SPRING, THE	901 MAIN STREET 	BIG SPRING	TX	797202962	041	2005-08-08T16:16:33
169569	23234	0	0	122237748	WESTERN STATE BANK	1801 HUNTINGTON DRIVE 	DUARTE	CA	91010	041	2005-08-08T16:16:33
169653	12229	0	12597	81009428	FIRST BANK	11901 OLIVE BOULEVARD 	SAINT LOUIS	MO	63141	041	2005-08-08T16:16:33
169756	18389	0	9072	112201085	WESTERN COMMERCE BANK	127 S. CANYON STREET 	CARLSBAD	NM	88220	041	2005-08-08T16:16:33
169859	10923	0	0	101111982	PEOPLES STATE BANK, OF MINNEOLA, KANSAS, THE	113 MAIN STREET 	MINNEOLA	KS	67865	041	2005-08-08T16:16:33
169952	1406	0	15229	91202338	STATE BANK OF PARK RAPIDS	200 EAST FIRST STREET 	PARK RAPIDS	MN	56470	041	2005-08-08T16:16:33
170051	23173	0	16398	101011998	MISSION BANK, THE	5201 JOHNSON DRIVE 	MISSION	KS	66205	041	2005-08-08T16:16:33
170257	14399	14149	0	111303748	HASKELL NATIONAL BANK	601 N. 1ST 	HASKELL	TX	795210998	041	2005-08-08T16:16:33
170332	13020	0	10261	51501354	FIRST EXCHANGE BANK	11 WEST MAIN STREET 	MANNINGTON	WV	26582	041	2005-08-08T16:16:33
170640	22543	0	14261	71124669	1ST STATE BANK OF MASON CITY	123 WEST ELM STREET PO BOX 146	MASON CITY	IL	626640146	041	2005-08-08T16:16:33
170716	19919	0	0	221572728	BANCO BILBAO VIZCAYA ARGENTARIA PUERTO RICO	TORRE BBVA, 254 MUNOZ RIVERA AVENUE 	SAN JUAN	PR	00918	041	2005-08-08T16:16:33
170912	25783	18433	12634	42101640	MOREHEAD NATIONAL BANK	MAIN STREET AT CAREY AVE 	MOREHEAD	KY	40351	041	2005-08-08T16:16:33
170976	26548	0	12487	211370011	CHELSEA-PROVIDENT CO-OPERATIVE BANK	360 BROADWAY PO BOX 70	CHELSEA	MA	02150	041	2005-08-08T16:16:33
171133	20026	15748	15671	67002533	EASTERN NATIONAL BANK	799 BRICKELL PLAZA 	MIAMI	FL	33134	031	2005-08-08T16:16:33
171227	14558	0	9409	43001024	NORTHSIDE BANK	100 FEDERAL STREET 	PITTSBURGH	PA	152125711	041	2005-08-08T16:16:33
171348	13874	0	13779	72404650	FIRSTBANK-LAKEVIEW	506 LINCOLN AVENUE PO BOX 409	LAKEVIEW	MI	48850	041	2005-08-08T16:16:33
171656	17369	0	16964	101103725	MULVANE STATE BANK, THE	122 WEST MAIN 	MULVANE	KS	67110	041	2005-08-08T16:16:33
171759	10967	24356	15196	91203191	F & M COMMUNITY BANK, NATIONAL ASSOCIATION	100 SAINT ANTHONY STREET NORTH 	PRESTON	MN	55965	041	2005-08-08T16:16:33
171768	12299	0	15923	113119985	LONE STAR BANK	100 SOUTH WEST STREET 	MOULTON	TX	77975	041	2005-08-08T16:16:33
171852	16785	0	12810	111922527	FIRST STATE BANK, THE	205 BEULAH 	HAWKINS	TX	75765	041	2005-08-08T16:16:33
172000	26267	0	0	21206537	NORCROWN BANK	66 WEST MOUNT PLEASANT AVENUE 	LIVINGSTON	NJ	07068	041	2005-08-08T16:16:33
172158	4736	0	12787	101102014	FIRST NEODESHA BANK	524 MAIN STREET 	NEODESHA	KS	66757	041	2005-08-08T16:16:33
172251	10969	0	13250	91909084	RANDALL STATE BANK	MAIN STREET 	RANDALL	MN	56475	041	2005-08-08T16:16:33
172354	25881	18479	0	111317789	FIRST NATIONAL BANK	5701 82ND ST 	LUBBOCK	TX	79424	041	2005-08-08T16:16:33
172363	23681	0	0	121139096	COAST COMMERCIAL BANK	75 RIVER STREET 	SANTA CRUZ	CA	95060	041	2005-08-08T16:16:33
172457	4084	0	10667	103002251	CITIZENS BANK OF EDMOND, THE	ONE EAST 1ST STREET 	EDMOND	OK	73034	041	2005-08-08T16:16:33
172747	16089	14470	11476	71921707	FIRST SUBURBAN NATIONAL BANK	150 SOUTH 5TH AVENUE 	MAYWOOD	IL	60154	041	2005-08-08T16:16:33
172804	6274	3080	9205	11601074	FACTORY POINT NATIONAL BANK OF MANCHESTER CENTER, THE	MAIN STREET 	MANCHESTER CENTER	VT	05255	041	2005-08-08T16:16:33
172840	16355	0	12550	82907529	CHART BANK	813 NORTH FOURCHE AVENUE 	PERRYVILLE	AR	72126	041	2005-08-08T16:16:33
172859	16333	0	16810	104905836	FIRST STATE BANK	211 COMMERCIAL STREET 	LOOMIS	NE	68958	041	2005-08-08T16:16:33
173306	6275	1195	9067	11601087	NATIONAL BANK OF MIDDLEBURY	30-32 MAIN ST 	MIDDLEBURY	VT	05753	041	2005-08-08T16:16:33
173333	3618	8	0	71000013	BANK ONE, NATIONAL ASSOCIATION	1 BANK ONE PLAZA 	CHICAGO	IL	60670	031	2005-08-08T16:16:33
173342	5628	0	0	84106988	PIGGOTT STATE BANK	212 WEST CHERRY STREET 	PIGGOTT	AR	72454	041	2005-08-08T16:16:33
173548	26911	0	15657	73901929	PEOPLES STATE BANK	102 SOUTH MAIN 	ALBIA	IA	52531	041	2005-08-08T16:16:33
173557	8898	0	0	81017575	SAINT JOHNS BANK AND TRUST COMPANY	8924 ST. CHARLES ROCK ROAD 	SAINT JOHN	MO	63114	041	2005-08-08T16:16:33
173575	26336	0	5765	211371858	AUBURNDALE CO-OPERATIVE BANK	307 AUBURN STREET 	NEWTON	MA	02166	041	2005-08-08T16:16:33
173641	2767	11348	0	83905892	FIRST NATIONAL BANK OF RUSSELL SPRINGS, THE	36 WEST STEVE WARINER DRIVE 	RUSSELL SPRINGS	KY	42642	041	2005-08-08T16:16:33
173801	90172	0	7990	211370901	CAMBRIDGEPORT BANK	689 MASSACHUSETTS AVENUE 	CAMBRIDGE	MA	02139	041	2005-08-08T16:16:33
173959	3248	12995	0	114916019	FIRST NATIONAL BANK OF HEBBRONVILLE, THE	305 N SMITH 	HEBBRONVILLE	TX	783612830	041	2005-08-08T16:16:33
174321	17773	0	0	53207669	BLUE RIDGE BANK OF WALHALLA	100 EAST MAIN STREET 	WALHALLA	SC	29691	041	2005-08-08T16:16:33
174367	15346	0	0	114921622	SECURITY STATE BANK	112 W. FORDTRAN DRIVE 	STOCKDALE	TX	781600097	041	2005-08-08T16:16:33
174406	7005	8717	12337	22306960	ONTARIO NATIONAL BANK	26 EAST MAIN STREET 	CLIFTON SPRINGS	NY	14432	041	2005-08-08T16:16:33
174451	10355	0	17209	111903818	PLANTERS & MERCHANTS STATE BANK	122 W. 4TH STREET 	HEARNE	TX	77859	041	2005-08-08T16:16:33
174648	11639	11114	14571	75909615	FIRST NATIONAL BANK OF BLANCHARDVILLE, THE	319 SOUTH MAIN STREET 	BLANCHARDVILLE	WI	53516	041	2005-08-08T16:16:33
175056	4087	0	16627	103101602	BANK OF WESTERN OKLAHOMA	201 EAST BROADWAY 	ELK CITY	OK	73644	041	2005-08-08T16:16:33
175140	11595	0	10444	75903226	COMMUNITY FIRST BANK	925 WISCONSIN AVENUE 	BOSCOBEL	WI	53805	041	2005-08-08T16:16:33
175458	13611	0	13746	104908040	BANK OF MEAD	322 SOUTH VINE 	MEAD	NE	68041	041	2005-08-08T16:16:33
175560	26426	18686	0	122241132	COMMUNITY NATIONAL BANK	900 CANTERBURY PLACE, SUITE 301 	ESCONDIDO	CA	92025	041	2005-08-08T16:16:33
175609	618	0	0	21907975	BANK OF MILLBROOK	3263 FRANKLIN AVENUE 	MILLBROOK	NY	12545	041	2005-08-08T16:16:33
175672	26570	0	12722	211371625	BRAINTREE CO-OPERATIVE BANK	1010 WASHINGTON STREET 	BRAINTREE	MA	02184	041	2005-08-08T16:16:33
176053	5352	11826	0	91810296	PIONEER NATIONAL BANK OF LADYSMITH, THE	200 MINER AVE. W. 	LADYSMITH	WI	54848	041	2005-08-08T16:16:33
176101	12944	0	0	21902475	ORANGE COUNTY TRUST COMPANY	212 DOLSON AVENUE 	MIDDLETOWN	NY	10940	041	2005-08-08T16:16:33
176240	2768	6546	9644	83901692	CITIZENS NATIONAL BANK OF RUSSELLVILLE, THE	138 NORTH MAIN STREET 	RUSSELLVILLE	KY	42276	041	2005-08-08T16:16:33
176325	9462	0	0	42213389	FARMERS & MERCHANTS BANK	41 S FIRST ST 	MIAMISBURG	OH	45342	041	2005-08-08T16:16:33
176437	5699	0	16731	61203477	BANK OF WRIGHTSVILLE	110 BRADFORD STREET 	WRIGHTSVILLE	GA	31096	041	2005-08-08T16:16:33
176464	11569	0	10383	111901975	ALLIANCE BANK	100 JEFFERSON ST 	SULPHUR SPRINGS	TX	75483	041	2005-08-08T16:16:33
176642	4398	8868	11288	81308161	LYNNVILLE NATIONAL BANK, THE	215 MAIN STREET 	LYNNVILLE	IN	47619	041	2005-08-08T16:16:33
177135	22549	0	0	62103000	FIRST PROGRESSIVE BANK	312 SOWELL 	BREWTON	AL	36426	041	2005-08-08T16:16:33
177443	17572	14769	10238	71122687	FIRST NATIONAL BANK IN TAYLORVILLE	322 WEST MAIN 	TAYLORVILLE	IL	62568	041	2005-08-08T16:16:33
177500	6280	228	12254	11601142	FIRST NATIONAL BANK OF ORWELL THE	MAIN STREET 	ORWELL	VT	05760	041	2005-08-08T16:16:33
177546	20160	0	10310	82902472	PORTLAND BANK	MAIN STREET 	PORTLAND	AR	71663	041	2005-08-08T16:16:33
177555	16868	0	0	104913750	CORN GROWERS STATE BANK	333 NEBRASKA 	MURDOCK	NE	68407	041	2005-08-08T16:16:33
177742	16257	0	12191	73902902	CITIZENS BANK & TRUST CO.	101 EDDYSTONE STREET PO BOX 842	HUDSON	IA	506430842	041	2005-08-08T16:16:33
177751	1068	0	0	81000605	CASS COMMERCIAL BANK	13001 HOLLENBERG DRIVE 	BRIDGETON	MO	63044	041	2005-08-08T16:16:33
177920	13716	0	0	41210448	MIDDLEFIELD BANKING COMPANY, THE	15985 EAST HIGH ST 	MIDDLEFIELD	OH	44062	041	2005-08-08T16:16:33
177957	4751	0	15399	101007041	PEOPLES BANK	4831 WEST 6TH STREET 	LAWRENCE	KS	66044	041	2005-08-08T16:16:33
178020	7948	23019	9132	43000122	NATIONAL CITY BANK OF PENNSYLVANIA	20 STANWIX STREET 	PITTSBURGH	PA	15222	031	2005-08-08T16:16:33
178057	11483	0	10468	104908189	NEHAWKA BANK, THE	101 ELM STREET PO BOX 38	NEHAWKA	NE	68413	041	2005-08-08T16:16:33
178150	11601	0	0	91508171	LAONA STATE BANK	5308 BEECH ST. 	LAONA	WI	54541	041	2005-08-08T16:16:33
178244	14415	0	0	73920395	BELLEVUE STATE BANK	200 SOUTH 2ND STREET P O BOX 47	BELLEVUE	IA	52031	041	2005-08-08T16:16:33
178271	26617	0	0	211372271	AVON CO-OPERATIVE BANK	1 EAST MAIN STREET 	AVON	MA	02322	041	2005-08-08T16:16:33
178356	8140	0	0	111101636	COLFAX BANKING COMPANY	625 8TH STREET 	COLFAX	LA	71417	041	2005-08-08T16:16:33
178561	17026	0	17021	111322729	SUN BANK	416 MAIN STREET 	SUNRAY	TX	79086	041	2005-08-08T16:16:33
178851	24922	18058	0	102105353	GRAND VALLEY NATIONAL BANK	925 N. 7TH STREET 	GRAND JUNCTION	CO	81502	041	2005-08-08T16:16:33
179148	10127	0	0	73903943	DAVIS COUNTY SAVINGS BANK	109 NORTH MADISON P O BOX 35	BLOOMFIELD	IA	52537	041	2005-08-08T16:16:33
179335	8250	0	0	65304673	BANK OF WIGGINS	109 W. PINE AVENUE 	WIGGINS	MS	39577	041	2005-08-08T16:16:33
179559	24422	17710	13183	111911554	FIRST NATIONAL BANK	210 N. HOUSTON ST 	BULLARD	TX	75757	041	2005-08-08T16:16:33
179700	90181	0	8340	211373115	CLINTON SAVINGS BANK	200 CHURCH STREET 	CLINTON	MA	01510	041	2005-08-08T16:16:33
179755	22153	16516	11964	91512251	FIDELITY NATIONAL BANK	215 S. 8TH ST. 	MEDFORD	WI	54451	041	2005-08-08T16:16:33
180041	14783	0	13996	73905417	POWESHIEK COUNTY SAVINGS BANK	104 JACKSON 	BROOKLYN	IA	52211	041	2005-08-08T16:16:33
180078	26396	0	8090	211371476	COMMUNITY BANK, A MASSACHUSETTS CO-OPERATIVE BANK, THE	1090 MAIN STREET 	BROCKTON	MA	02301	041	2005-08-08T16:16:33
180144	8762	0	0	83905902	SACRAMENTO DEPOSIT BANK, THE	335 MAIN STREET 	SACRAMENTO	KY	42372	041	2005-08-08T16:16:33
180201	6233	2600	10891	11701107	LANCASTER NATIONAL BANK, THE	1 MIDDLE STREET PO BOX 109	LANCASTER	NH	03584	041	2005-08-08T16:16:33
180416	12291	0	12098	31312877	OLD FORGE BANK	216 SOUTH MAIN STREET 	OLD FORGE	PA	18518	041	2005-08-08T16:16:33
180443	17347	0	12695	73911582	PRAIRIE STATE BANK	240 LINN STREET PO BOX 78	BRUNSVILLE	IA	51008	041	2005-08-08T16:16:33
180537	22621	16708	16597	62102399	TOWN-COUNTRY NATIONAL BANK	118 BROAD STREET 	CAMDEN	AL	36726	041	2005-08-08T16:16:33
180649	22017	0	16946	75912233	OZAUKEE BANK	NORTH 69 WEST 5269 COLUMBIA ROAD 	CEDARBURG	WI	53012	041	2005-08-08T16:16:33
180845	10788	0	14248	71918383	ILLINI STATE BANK	301 SOUTH COLUMBIA AVENUE 	OGLESBY	IL	61348	041	2005-08-08T16:16:33
181169	21104	0	12881	122232439	FOOTHILL INDEPENDENT BANK	510 SOUTH GRAND AVENUE, SUITE 202 	GLENDORA	CA	91740	041	2005-08-08T16:16:33
181347	12554	0	13068	71116295	HERITAGE BANK OF CENTRAL ILLINOIS	615 NORTH TRIVOLI AVENUE P O BOX 98	TRIVOLI	IL	61569	041	2005-08-08T16:16:33
